iter	RMSE
275	0.05560463288
276	0.05560273137
277	0.05560082522
278	0.05559810596
279	0.05559712719
280	0.05559519717
281	0.05559261145
282	0.05559105253
283	0.05558836774
284	0.05558632528
285	0.05558428742
286	0.05558240367
287	0.05558079843
288	0.05557945971
289	0.05557691318
290	0.055574354
291	0.05557338889
292	0.05557133612
293	0.05556884673
294	0.05556643982
295	0.05556499751
296	0.05556364769
297	0.05556123084
298	0.0555601205
299	0.05555852074
300	0.05555639865
301	0.05555543947
302	0.05555428916
303	0.05555266791
304	0.05555142584
305	0.05555000099
306	0.05554858237
307	0.05554682307
308	0.05554538097
309	0.05554336149
310	0.05554157834
311	0.05554022879
312	0.05553844482
313	0.05553673981
314	0.05553464781
315	0.05553212471
316	0.05553094988
317	0.05553022573
318	0.05552807717
319	0.05552578477
320	0.05552354027
321	0.05552143664
322	0.05551965786
323	0.05551806003
324	0.05551622055
325	0.05551499675
326	0.05551393969
327	0.05551248545
328	0.05551105023
329	0.05550925378
330	0.05550851099
331	0.05550676485
332	0.05550565018
333	0.05550335769
334	0.05550153674
335	0.05549928832
336	0.05549721745
337	0.05549567167
338	0.05549369901
339	0.05549240493
340	0.05549065199
341	0.0554901202
342	0.055488829
343	0.05548733335
344	0.05548557096
345	0.05548348058
346	0.05548143718
347	0.05547991439
348	0.05547761663
349	0.05547539807
350	0.05547388648
351	0.05547198848
352	0.055470453
353	0.055467932
354	0.05546542307
355	0.05546373567
356	0.05546254575
357	0.05546079856
358	0.05545867489
359	0.0554564245
360	0.05545553945
361	0.05545471893
362	0.05545232403
363	0.05545152317
364	0.0554499657
365	0.05544863377
366	0.05544687997
367	0.05544523162
368	0.05544309454
369	0.05543986165
370	0.05543820114
371	0.05543624415
372	0.05543482824
373	0.05543367098
374	0.05543167548
375	0.05543017418
376	0.05542855251
377	0.05542762096
378	0.05542618725
379	0.05542471237
380	0.05542326025
381	0.05542082251
382	0.05541878142
383	0.05541769692
384	0.05541507601
385	0.05541220258
386	0.05541018711
387	0.05540968834
388	0.05540853102
389	0.05540706558
390	0.05540471998
391	0.05540339909
392	0.05540192246
393	0.05540013554
394	0.0553980917
395	0.05539600017
396	0.0553954389
397	0.05539322308
398	0.05539143133
399	0.05539052399
400	0.05538860717
401	0.05538767124
402	0.05538542155
